ASIN,bookDescription
8175993863,"The Adventures of Sherlock Holmes is a must-read for fans of detective fiction. The collection features twelve short stories, each showcasing the brilliant mind of Sherlock Holmes as he solves some of the most perplexing cases of his career. Immerse yourself in Sir Arthur Conan Doyle's timeless tales of intrigue, suspense, and the art of detective work.


Each story showcases the brilliant mind of Sherlock Holmes.
Well-developed characters, including the iconic partnership of Holmes and Dr. Watson.
Unveils Holmes' brilliant deductive reasoning and remarkable observational skills.
Collection of captivating detective stories featuring Sherlock Holmes.
Showcases Sir Arthur Conan Doyle's masterful storytelling and enduring legacy in crime fiction."
8171679048,"The Time Machine (1895) was H.G. Wells's first significant novel. The book's protagonist, known simply as The Time Traveller, is an English scientist and inventor who creates a machine that takes him to 802701 CE. There he witnesses the weakness, decay and horror that will eventually overcome mankind. Considered one of science-fiction's greatest masterpieces, The Time Machine is also a warning about the future of the earth."
8175993162,"Enter the haunting world of Frankenstein, a chilling masterpiece that defies the boundaries of science and morality. In this gripping tale of creation and consequence, Mary Shelley weaves a captivating narrative that explores the depths of human ambition and the perils of playing god. Victor Frankenstein, driven by a relentless desire to unlock the secrets of life, breathes existence into a monstrous being. But as the consequences of his actions unfold, he is consumed by regret and terror. With its timeless themes of humanity, power, and the consequences of unchecked ambition, ""Frankenstein"" remains a thought-provoking and spine-tingling classic that continues to captivate readers to this day.


A timeless tale of ambition, creation, and monstrous consequences.
Delve into the haunting depths of Mary Shelley's masterpiece.
Explore the moral and ethical boundaries of scientific pursuit.
Unleash your imagination in a world of gothic horror.
Experience the gripping power of ""Frankenstein"" and its enduring legacy."
1684157692,"The definitive collection of the first half of the Necessary Evil event collected in a deluxe hardcover format.NECESSARY EVIL IS HERE AND NOTHING WILL EVER BE THE SAME! Following the reality-bending events of Shattered Grid, the Mighty Morphin Power Rangers must contend with the fallout from their war with Lord Drakkon including new teammates, mysterious allies, and terrifying new threats. Tommy must prove he’s worthy of the mantle of the White Ranger as the true origin of this popular character is revealed. Meanwhile, Jason, Trini, and Zack are called upon to assume new mantles at the Omega Rangers and must choose between their friends and their mission. And even the Mighty Morphin Power Rangers are torn apart, they must defend Angel Grove from the greatest threat they’ve ever faced – the dreaded Lord Zedd! The writing duo of New York Times bestseller Ryan Parrott (Mighty Morphin Power Rangers) and the GLAAD Award-nominated Sina Grace (Iceman) join artists Daniele di Nicuolo (Seven Secrets), Francesco Mortarino (Mighty Morphin Power Rangers), Daniel Bayliss (Firefly), and Eduardo Francisco (Adventures of Superman) to present the first half of the Necessary Evil Power Rangers event collected in two deluxe format hardcovers. Collects Mighty Morphin Power Rangers #40-47 and Saban’s Go Go Power Rangers #21-28."
0008579954,"Go back to the Space Race with No.1 bestselling author David Walliams for a breathless cinematic adventure full of mystery, action, laughs and surprises – and a secret that could change the course of history…

America. The 1960s.

Stuck on a remote farm with her awful aunt, twelve-year-old orphan Ruth spends every night gazing at the stars, dreaming of adventure.

One night she spots a flying saucer blazing across the sky… before crash-landing in a field. When the spaceship opens and reveals a mysterious alien, all Ruth’s dreams come true.

But does this visitor from another planet have a giant secret?

Spaceboy is a hilarious and action-packed tale for readers in any solar system."
9389432928,"?You can become what you want to be.? a combined, modernized, and updated edition of Wallace D Wattles? two bestselling works, the science of getting rich and the science of being great, this book is considered a philosophy of mind Science. With time-tested new thought principles and practices, including the technique of creative visualization, which Wattles himself practiced, it explains how riches come to us and how by simply using our will, acting in a certain way, and thinking The right thoughts, we can become rich and great. A compelling self-help classic, this book will help you understand the secrets to attaining what you truly desire."
9391028624,"From sinister plans of xenocide to speciesists who have taken it upon themselves to Off-World those unlike them; from simulations that memorialize stories obliterated in a book-burning world to the Master Pain Merchant who is always at hand to administer a dose of long-forgotten sensations; from genetically modified Glow Girls who can kill with a touch to a droid detective actively seeking out justice – this stellar volume of cutting-edge science fiction, in prose and verse, showcases 32 of the most powerful voices in the genre from the Indian Subcontinent.Taking forward the formidable task achieved to critical acclaim by the first volume of The Gollancz Book of South Asian Science Fiction, the present collection masterfully transports readers to worlds strangely familiar, raises crucial questions about our place in the universe and testifies to the astonishing range and power of the imaginative mind. Contributors: Anil Menon * Aparna Ramachandran * Archana Mirajkar * Arjun Gaind * Arunava Sinha * Bina Shah * Gautam Bhatia * Giti Chandra * Haris A. Durrani * Jayant Narlikar * Jayaprakash Satyamurthy * Kaiser Haq * Kalsang Yangzom * Kehkashan Khalid * Lavanya Lakshminarayan * Manjula Padmanabhan * Medha Singh * Muhammed Zafar Iqbal * Navin Weeraratne * Premee Mohamed * Priya Sarukkai Chabria * Saad Z. Hossain * Salik Shah * Sami Ahmad Khan * Senaa Ahmad * Shiv Ramdas * Shovon Chowdhury * Soham Guha * Sukanya Datta * Tashan Mehta * Usman T. Malik * Vajra Chandrasekera * Vandana Singh * Yudhanjaya Wijeratne"
9365699371,"In September 1924, John Marshall, Director General of the Archaeological Survey of India, informed the world about the existence of the Indus (Harappan) civilization: some 4,500 years old, as ancient as Mesopotamia, as grand as ancient Egypt, and a part of the Bronze Age trading network.

How did the Harappan civilization contribute to later Vedic and Tantrik thought?

Did the Harappans follow monastic ideals that later became part of Buddhism and Jainism?

Was their script like today’s emojis, conveying ideas?

Why did they have images of rivalry but no images of war and no images of romance either?

Why did the cities disappear while the villages continued to flourish for some time?

An eventful century later, Devdutt Pattanaik uses the lens of mythology to reflect on this most mysterious of ‘peaceful’ civilizations, now spread across geographies in India and Pakistan. A medley of text and illustrations, Ahimsa draws attention to how much Harappan memory persists in our lives today."
939054792X,"The religion of Sanatana Dharma is the most ancient, continuously practiced spiritual tradition on earth. Culturally relevant and imperative in the contemporary era, this work has been preserved and reproduced as the fundamental knowledge base of a civilization. This selected guide is an attempt to keep the ethos of Hinduism alive and relevant. The term ‘Sanatana Dharma’ is translated from the Sanskrit language to English as the ‘Eternal Natural Way;’ thereby making Hinduism a way of living within nature, alongside nature and through nature. This comprehensive work touches upon all the aspects of this Sanatana philosophy for spiritual enlightenment."
9395192747,"Everything is fair in love and war.
And this is war.
Ryan and June were high school friends with an adorable love-hate relationship. Well-known for their battle of wits, they came dangerously close to kissing on their graduation night. But the moment passed, and so did a chance at love.
It’s been twelve years and their best friends are getting married. Seeing each other in the same city with the sort of history they have, won’t be easy. Ryan’s charm doesn’t help, either. June plans to rub every delicious detail of her life in Ryan’s face and ignore the rest.
Sounds like a plan, doesn’t it? But can she ignore her feelings for him? Or his undivided attention to her?
The Enemy is an electrifying story of ‘frenemies’ meeting after a decade, with sparks of love and fatal attraction drawing them towards each other."
9395192097,"Jessica has landed into Drew’s spare bedroom because her house is being renovated. It’s like being your greatest rival’s temporary roommate.
Can she play nice with her enemy? Or is it time for sweet sweet revenge!
Drew is a doctor who has mastered the art of hiding his true thoughts and feelings. He lets Jessica – his sister’s best friend – move in to his house, even though she is his arch nemesis.
Will he accept his true feelings for her? Or will their past come between them?
Will The Temporary Roomie find a permanent place in the other’s heart? This romantic comedy will surely make you laugh out loud and fall in love again."
014344834X,"Born on the same day and at the same time, Druvan and Anvesha know they are soulmates in every sense of the word. Their parents, however, refuse to accept their 'togetherness' at first and try to tear them apart. Druvan and Anvesha try their best to explain why that cannot happen.

In the same timeline, the world has made huge progress in science and some of the first experiments to combine the body and the soul have begun. This is an opportunity for them to prove their love and tell the world that it is love that can make the impossible, possible.

Druvan and Anvesha participate in the experiment as if their life depends on it, because it does. The only thing that remains to be seen is, will the dream of a man to control love and life come true? And when the time comes, can one stay true to their soulmate?"
9358566752,"Start Living Again is a captivating tale of resilience and redemption. Ananya's struggles and unexpected reunion with Anshik create a gripping narrative, exploring the theme of overcoming shattered dreams. With its exploration of courage, hope, and the triumph of the human spirit, the book not only promises a gripping read but also encourages readers to reflect on their own aspirations and challenges.

Embark on a journey of courage, hope, and second chances!


Experience the power of connection as two souls come together and inspire each other to pursue their dreams.
A captivating exploration of love and a quest for meaning.
Follow Ananya and Anshik as they navigate through life's challenges and find hope in unexpected places.
An emotionally charged tale of love, tragedy, and self-discovery.
Will they overcome adversity and achieve success or face unexpected consequences?"
9395192720,"Welcome to Kissing Creek, where everything has a romance-themed pun for a name and love is lurking around every corner...
Audrey doesn’t believe in happily-ever-after, so she is definitely living in the wrong town. But she’s never getting out of Kissing Creek, because playing mom to her younger siblings doesn’t leave time for much else. She’ll do anything to make sure they don’t end up stuck like she is, working as a barista in a college town serving coffee.
When Ronan, a young professor steps in for a coffee and into her life, she knows his type. Intelligent and charming, yet sweet as a cinnamon roll; the sort of man she’s inevitably attracted to but is always out of her league.
She has nothing to offer and Ronan’s teaching position is only a stepping stone on his way to somewhere else. He isn’t here to put down roots, Audrey’s roots are firmly planted—neither of them is looking for love. And maybe that’s just perfect.
But in a small town called Kissing Creek, sometimes love can be impossible to avoid…"
0062660349,"“The Summer Wives is an exquisitely rendered novel that tackles two of my favorite topics: love and money. The glorious setting and drama are enriched by Williams’s signature vintage touch. It’s at the top of my picks for the beach this summer.”

—Elin Hilderbrand, author of The Perfect Couple

New York Times bestselling author Beatriz Williams brings us the blockbuster novel of the season—an electrifying postwar fable of love, class, power, and redemption set among the inhabitants of an island off the New England coast . . .

In the summer of 1951, Miranda Schuyler arrives on elite, secretive Winthrop Island as a schoolgirl from the margins of high society, still reeling from the loss of her father in the Second World War. When her beautiful mother marries Hugh Fisher, whose summer house on Winthrop overlooks the famous lighthouse, Miranda’s catapulted into a heady new world of pedigrees and cocktails, status and swimming pools. Isobel Fisher, Miranda’s new stepsister—all long legs and world-weary bravado, engaged to a wealthy Island scion—is eager to draw Miranda into the arcane customs of Winthrop society.

But beneath the island’s patrician surface, there are really two clans: the summer families with their steadfast ways and quiet obsessions, and the working class of Portuguese fishermen and domestic workers who earn their living on the water and in the laundries of the summer houses. Uneasy among Isobel’s privileged friends, Miranda finds herself drawn to Joseph Vargas, whose father keeps the lighthouse with his mysterious wife. In summer, Joseph helps his father in the lobster boats, but in the autumn he returns to Brown University, where he’s determined to make something of himself. Since childhood, Joseph’s enjoyed an intense, complex friendship with Isobel Fisher, and as the summer winds to its end, Miranda’s caught in a catastrophe that will shatter Winthrop’s hard-won tranquility and banish Miranda from the island for nearly two decades.

Now, in the landmark summer of 1969, Miranda returns at last, as a renowned Shakespearean actress hiding a terrible heartbreak. On its surface, the Island remains the same—determined to keep the outside world from its shores, fiercely loyal to those who belong. But the formerly powerful Fisher family is a shadow of itself, and Joseph Vargas has recently escaped the prison where he was incarcerated for the murder of Miranda’s stepfather eighteen years earlier. What’s more, Miranda herself is no longer a naïve teenager, and she begins a fierce, inexorable quest for justice for the man she once loved . . . even if it means uncovering every last one of the secrets that bind together the families of Winthrop Island."
1914950348,"From USA Today and Wallstreet Journal bestselling author Tracy Lorraine comes a new dark bully college romance.




Scarlett Hunter could run...




But she couldn't hide forever.




The beautiful girl who tempted me.

The heartless woman who broke me.




She might have got away, but I haven't forgotten... or forgiven her.




And I never will.




Because piece by piece, she's taken away everything I care about.




And for that she'll pay.




When I claim my crown at Maddison Kings University, I'm going to make sure hers is tarnished.




Scarlett Hunter is about to experience the revenge of a Legend.







Dear Reader,

The Revenge You Seek is the first book in Letty and Kane's trilogy. This book is a dark bully romance that contains mature content and demanding alphaholes that some readers may find disturbing. You have been warned."
0062405616,"A no-nonsense sports hero and a feisty female detective go head-to-head in this funny, fresh, seductive novel from Susan Elizabeth Phillips, the award-winning New York Times bestselling author known for her unforgettable characters, heartfelt emotion, and laugh-out-loud humor.

Piper Dove is a woman with a dream—to become the best detective in the city of Chicago. First job? Trail former Chicago Stars quarterback, Cooper Graham. The problem? Graham’s spotted her, and he’s not happy.

Which is why a great detective needs a first rate imagination. “The fact is ... I’m your stalker. Not full-out barmy. Just ... mildly unhinged.”

Piper soon finds herself working for Graham himself, although not as the bodyguard he refuses to admit he so desperately needs. Instead, he’s hired her to keep an eye on the employees at his exclusive new nightclub. But Coop’s life might be in danger, and Piper’s determined to protect him, whether he wants it or not. (Hint: Not!) If only she weren’t also dealing with a bevy of Middle Eastern princesses, a Pakistani servant girl yearning for freedom, a teenager who just wants to fit in, and an elderly neighbor demanding that Piper find her very dead husband.

And then there’s Cooper Graham, a legendary sports hero who always gets what he wants—even if what he wants just might be an intrepid detective hell bent on proving she’s as tough as he is.

From the bustling streets of Chicago to a windswept lighthouse on Lake Superior to the glistening waters of Biscayne Bay, two people who can’t stand to lose will test themselves and each other to discover what matters most."
0241995361,"Brimming with characters you can't help but fall for and off-the-charts chemistry, this is TikTok sensation Emily Henry doing what she does best!

-----

Two exes. One pact.
Could this holiday change everything?

Harriet and Wyn are the perfect couple - they go together like bread and butter, gin and tonic, Blake Lively and Ryan Reynolds.

Every year, they take a holiday from their lives to drink far too much wine with their favourite people in the world.

Except this year, they are lying through their teeth, because Harriet and Wyn broke up six months ago. And they still haven't told anyone.

But the cottage is for sale, so this is the last time they'll all be here together. They can't bear to break their best friends' hearts so they'll fake it for one more week.

But how can you pretend to be in love - and get away with it - in front of the people who know you best?

-----

'Hilarious and wise . . . Another knockout’ Taylor Jenkins Reid

'One of my favourite authors' Colleen Hoover

‘A must-read book of the year’ Lauren Asher

'Another Emily Henry masterpiece' Hannah Grace, ICEBREAKER

'Tender and sexy, bittersweet with Henry's trademark warmth' Bolu Babalola, HONEY & SPICE

Happy Place, Number 1 Sunday Times bestseller, May 2023"
9395192003,"When Lucy thought there was nothing left to lose, she lost her heart in Cooper’s pretty blue eyes.
Jobless, thrown out of her house and too broke to afford to live on her own, Lucy moves in with her elder brother Drew.
Drew is a doctor and they have always been friends more than siblings.
While they share good times together, he is not cool
about Lucy dating his best friend Cooper.
Cooper is flirtatious, adventurous, non-committal and super hot!
Healing his heart after a terrible break-up, he is scared to go all in for love.
Will Lucy and Cooper be able to resist the strange attraction they feel towards each other?
Is this true love or just the temptation to break The Off Limits Rule."
9395192372,"It would have been a usual day at work for Evie, if the client was not Jacob!
When Jacob walks in to find a suitable service dog for his daughter, Evie is smitten with his good looks. With ample experience at training service pets, she thinks it would be a smooth meeting. She is so wrong!
Evie goes from fantasizing about being with this really good looking single father to wishing she never had to see him again – in less than two minutes.
Over the next few meetings, as she works closely with the father-daughter duo, a delicious chemistry starts bubbling. Evie can sense the longing in Jacob’s eyes, a fire which burns her heart. Is it too soon to start dreaming of having a family?
The Match is a feel-good romantic comedy, which will give you an overdose of romance, happiness and humour."
1530402433,"TOP 10 FINALIST for AUTHOR ELITE AWARDS 2020 in YOUNG ADULT AND MIDDLE GRADE CATEGORY. Who says best friends can’t be cruel, they are angels with horns. Radhika Gupta has always lived a peaceful life. Until she enters college and befriends a few crazy people. Nishi, the short and confident girl who soon becomes her best friend; Siddharth, the crazy, happy-go-lucky guy, always desperate for a girlfriend; Sameer, the college hunk; and Manas, who is simple, shy, and secretive. While Siddharth has challenged Nishi that he would find a girlfriend for himself before she can find a boyfriend, Radhika’s life is turned upside down by Sameer’s proposal. For he is the guy she never wants to go out with, while he is determined to date her. Following a series of amusing events, endless proposals, and accidental cupids, who will end up with whom? Will the love stories have a happy ending or will they be doomed?Witty and riveting, Right From the Start . . . She Stole His Heart is a pacy romantic comedy. It will make you believe in the fact that opposites attract each other."
0349434271,"Discover the addictive world of the Twisted series from Sunday Times bestselling author and TikTok sensation, Ana Huang!

Read Twisted Love now for a brother's best friend romance.

He has a heart of ice . . . but for her, he'd burn the world.

Alex Volkov is a devil blessed with the face of an angel and cursed with a past he can't escape.

Driven by a tragedy that has haunted him for most of his life, his ruthless pursuits for success and vengeance leave little room for matters of the heart.

But when he's forced to look after his best friend's sister, he starts to feel something in his chest:
A crack.
A melt.
A fire that could end his world as he knew it.

***

Ava Chen is a free spirit trapped by nightmares of a childhood she can't remember.

But despite her broken past, she's never stopped seeing the beauty in the world . . . including the heart beneath the icy exterior of a man she shouldn't want.

Her brother's best friend.
Her neighbour.
Her saviour and her downfall.

Theirs is a love that was never supposed to happen - but when it does, it unleashes secrets that could destroy them both . . . and everything they hold dear.

Twisted Love is a brother's best friend/opposites attract romance with a hint of suspense. It's book one in the Twisted series but can be read as a standalone.

WARNING: This book contains a jealous/possessive antihero, explicit sexual content and profanity. Recommended for 18+.

***

Why fans love Ana Huang ⭐ ⭐ ⭐!

'King of Greed? More like King of my Heart (Ana Huang's Version)' Lauren Asher

'WE HAVE NO NOTES JUST LOTS OF HORNY FEELINGS' Ali Hazelwood

'Ana did not come to play . . . it was giving everything I asked for. It exceeded my expectations astronomically. I'm now severely depressed it's finished' @Aymanreads

'Ana Huang has done it ONCE again. But are we really surprised? No. Ana Huang truly is the queen of billionaire romances' Goodreads Review

'This book broke me into pieces and then pieced them back together' Goodreads Review

'Ana really said whether morally grey is your favourite OR NOT, let me give you someone to swoon over' Goodreads Review

'Ana Huang never disappoints. This was my most anticipated read of the month and it was EVERYTHING!!' Goodreads Review"
1501161938,"NEW YORK TIMES BESTSELLER “If you’re looking for a book to take on holiday this summer, The Seven Husbands of Evelyn Hugo has got all the glitz and glamour to make it a perfect beach read.” —Bustle From the New York Times bestselling author of Daisy Jones & the Six—an entrancing and “wildly addictive journey of a reclusive Hollywood starlet” (PopSugar) as she reflects on her relentless rise to the top and the risks she took, the loves she lost, and the long-held secrets the public could never imagine.Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job, no one is more astounded than Monique herself. Why her? Why now? Monique is not exactly on top of the world. Her husband has left her, and her professional life is going nowhere. Regardless of why Evelyn has selected her to write her biography, Monique is determined to use this opportunity to jumpstart her career. Summoned to Evelyn’s luxurious apartment, Monique listens in fascination as the actress tells her story. From making her way to Los Angeles in the 1950s to her decision to leave show business in the ‘80s, and, of course, the seven husbands along the way, Evelyn unspools a tale of ruthless ambition, unexpected friendship, and a great forbidden love. Monique begins to feel a very real connection to the legendary star, but as Evelyn’s story near its conclusion, it becomes clear that her life intersects with Monique’s own in tragic and irreversible ways. “Heartbreaking, yet beautiful” (Jamie Blynn, Us Weekly), The Seven Husbands of Evelyn Hugo is “Tinseltown drama at its finest” (Redbook): a mesmerizing journey through the splendor of old Hollywood into the harsh realities of the present day as two women struggle with what it means—and what it costs—to face the truth."
1476753180,"From Colleen Hoover, the #1 New York Times bestselling author of It Ends with Us, a heart-wrenching love story that proves attraction at first sight can be messy. When Tate Collins meets airline pilot Miles Archer, she doesn't think it's love at first sight. They wouldn’t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn’t want love, she doesn’t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her. Never ask about the past. Don’t expect a future. They think they can handle it, but realize almost immediately they can’t handle it at all. Hearts get infiltrated. Promises get broken. Rules get shattered. Love gets ugly."
9390441161,"You might come across love many times in life;
but the one that you experience with your best friend is etched for eternity.
Ajay is fighting demons in his mind after losing his wife Bhavna. Ten years of togetherness, and a harsh twist of fate have thrown him into the pit of depression. With medication and therapy helping him fight his immense grief, there is only one ray of hope for him – he wants to immortalize his wife.
Anisha lives life queen size. Making the most of each moment, she loves everything that she is blessed with. She is shocked when she meets Ajay. How can someone hate God so much? More than anything, what will that hatred do to him?
Even as her mind makes a harsh judgment about Ajay, her heart notices his simple and caring gesture that changes her perception completely.
So begins the journey of two people who are poles apart. A journey which will change their outlook towards life.
Ever felt the need to have a friend who could just sit with you and talk for hours?
Do you think friendship can bring you out of emotional pain and depression?
Read this emotional rollercoaster from the pen of bestselling author Ajay K Pandey, which explores friendship like never before, and is sure to re-affirm your faith in life."
0143439944,"Can true love bring someone back from the dead?Akshara is left devastated by her mothers death and spends most of her time in solitude at the local park. One day, as she is sobbing uncontrollably, a young man named Harry approaches her. They become friends and Harry recounts to her a story about the miraculous reunion of a young woman and her dead boyfriend to help ease some of her pain. The story makes Akshara hopeful that she can perhaps see her dead mother again. But she soon realizes that Harry isnt what he seems to be. Even the characters in his story seem dubious, almost unreal. So what is he hiding? And why? Is there any truth to his story at all?In this darkly suspenseful romance mystery, Akshara is left facing a truth that will make her doubt not just Harry but herself as well . . ."
1399713744,"THE NEW YORK TIMES BESTSELLER*

THE UNMISSABLE TIKTOK SENSATION*

OVER 1.6 MILLION COPIES SOLD WORLDWIDE



Grumpy, small-town barber + hopelessly romantic runaway bride = great big bust ups, all the tension and lots of steamy encounters!


Escaping her seemingly perfect wedding, Naomi Witt arrives in rough-around-the-edges Knockemout, Virginia, running to the rescue of her estranged twin, Tina.

Too bad for Naomi her evil twin hasn't changed at all. After helping herself to Naomi's car and cash, Tina leaves her with something unexpected: the 11-year-old niece she didn't know she had. Now she's stuck in town with no job, no plan, no home and a whole lot of extra responsibility.

There's a reason local barber Knox doesn't do complications or high-maintenance women, especially not the romantic ones. But since Naomi's life imploded right in front of him, the least he can do is help her out of her jam. And just as soon as she stops getting into trouble, he can leave her alone and get back to his peaceful, solitary life.

At least that's the plan, until their lives begin to entwine in ways they never imagined . . .

*New York Times bestseller, 18 weeks from October 2022 - February 2023*
*With 78.9 million views on #thingswenevergotover as of April 2023*

'I laughed. I cried. I laughed while I cried, and I definitely blushed' Book Addict"
1398515647,"'Elena Armas is the undisputed queen of slow burn, steam, deliciously swoony rom-coms.' Ali Hazelwood, bestselling author of The Love Hypothesis 

From the author of the Goodreads Choice Award winner The Spanish Love Deception, the eagerly anticipated follow-up featuring Rosie Graham and Lucas Martín, who are forced to share a New York apartment.

Rosie Graham has a problem. A few, actually. She just quit her well paid job to focus on her secret career as a romance writer. She hasn’t told her family and now has terrible writer’s block. Then, the ceiling of her New York apartment literally crumbles on her. Luckily she has her best friend Lina’s spare key while she’s out of town. But Rosie doesn’t know that Lina has already lent her apartment to her cousin Lucas, who Rosie has been stalking―for lack of a better word―on Instagram for the last few months. Lucas seems intent on coming to her rescue like a Spanish knight in shining armour. Only this one strolls around the place in a towel, has a distracting grin, and an irresistible accent. Oh, and he cooks.

Lucas offers to let Rosie stay with him, at least until she can find some affordable temporary housing. And then he proposes an outrageous experiment to bring back her literary muse and meet her deadline: He’ll take her on a series of experimental dates meant to jump-start her romantic inspiration. Rosie has nothing to lose. Her silly, online crush is totally under control―but Lucas’s time in New York has an expiration date, and six weeks may not be enough, for either her or her deadline.

""A frothy, playful delight... a god-tier forced-proximity romance that had literally grinning so hard at the pages! Delicious fun from start to finish!' Christina Lauren, bestselling author of The Unhoneymooners

‘It’s great on crushes and longing and the deep satisfaction of a slow-burn romance eventually reaching boiling point. This romcom is fresh, funny and highly enjoyable.’ Daily Mail
 
‘The American Roommate Experiment feels like an homage to all things romance, bringing together so many of the genre’s favourite tropes, nods and scenes in a book that is just as heart-warming and emotional as it is fun and sexy. And best of all, it’s also packed with the most delicious kind of slow-burn tension that will keep readers turning the pages and eager for more.’ Culturefly
 
‘A delicious romance’ Woman’s Own
 
‘A light-hearted dose of fun and flirtation for die-hard romantics’ Heat"
1408725797,"From the author of TikTok sensations and global bestsellers The Love Hypothesis and Love on the Brain

Rival physicists collide in a vortex of academic feuds and fake dating shenanigans in this delightfully STEMinist romcom.

The many lives of theoretical physicist Elsie Hannaway have finally caught up with her. By day, she's an adjunct professor, toiling away at grading labs and teaching thermodynamics in the hopes of landing tenure. By other day, Elsie makes up for her non-existent paycheck by offering her services as a fake girlfriend, tapping into her expertly honed people-pleasing skills to embody whichever version of herself the client needs.

Honestly, it's a pretty sweet gig - until her carefully constructed Elsie-verse comes crashing down. Because Jack Smith, the annoyingly attractive and arrogant older brother of her favourite client, turns out to be the cold-hearted experimental physicist who ruined her mentor's career and undermined the reputation of theorists everywhere. And he's the same Jack Smith who rules over the physics department at MIT, standing right between Elsie and her dream job.

Elsie is prepared for an all-out war of scholarly sabotage but... those long, penetrating looks? Not having to be anything other than her true self when she's with him? Will falling into an experimentalist's orbit finally tempt her to put her most guarded theories on love into practice?



Praise for Ali Hazelwood and her novels:

'Ali Hazelwood proves that science is sexy as hell, and that love can 'STEM' from the most unlikely places. She's my newest must-buy author.' Jodi Picoult

'I cannot get enough of her brand of brainy romance! Writing with an emotionally brilliant and witty pen, Hazelwood is an absolute romance powerhouse.' Christina Lauren, author of The Unhoneymooners

'Gloriously nerdy and sexy, with on-point commentary about women in STEM.' Helen Hoang, author of The Heart Principle

'Proves that STEM can be sexy!' Red

Readers love The Love Hypothesis:
'Did I read this in 24 hours? Yes.'
'Funny. Snarky. Intelligent. Real.'
'If you're even slightly thinking about getting this book to read, just go a head and do it'
'Ali Hazelwood has made herself an auto-buy author'
'It was just... perfect.'
'A heroine you will instantly fall in love with'




The Love Hypothesis was on the Sunday Times and New York Times bestseller lists in January 2022, Love on the Brain was also on the Sunday Times and New York Times bestseller list in August 2022."
9355208545,"The disappearance of the Malaysian aircraft MH470 has remained a mystery, until now!
Kabir, a top-ranking Indian military intelligence officer, has been on a personal mission for nearly a decade to unravel the truth behind a suspected plane crash. During his latest submarine expedition aimed at finding the plane’s debris, he contracts a severe infection and is admitted to a hospital in Kuala Lumpur. But Kabir is now getting too close to the truth and someone wants to end his pursuit. When a hired assassin and his men chase Kabir on the streets of Kuala Lumpur, a beautiful US secret service agent, Keira, comes to his rescue. Before Kabir can figure out who wants him dead and whether Keira is really who she claims to be, he gets a call from a secret society, imploring him to join a mission to save mankind—and himself—from destruction. The impending disaster is actually the climax of a century-long conspiracy.
Kabir is caught in the middle of a war between two secret societies. It is a war that threatens to change the world’s destiny, as well as Kabir’s, in the next 72 hours.
Set in two converging timelines, this must-read thriller is also a probe whether religion is the real reason behind terrorism, war and suffering in the world."
935702199X,"A Tear and a Smile is a timeless source of wisdom composed by Kahlil Gibran. His poetry and prose drive you through the themes of love and its power, social issues, mysteries behind life and death, greys between good and evil and the longings of the soul.
This collectible edition is specially crafted for poetry lovers. It contains some of the best works of Gibran, including ‘A Visit from Wisdom,’ ‘A Poet’s Voice,’ ‘The Beauty of Death,’ ‘The Creation’ and many more. It is the perfect pick for self-indulgence and immersing oneself in the world of poetry."
1405959584,"THE SIZZLING-HOT ENEMIES TO LOVERS ROMANCE AND TIKTOK SENSATION


'A stunning, addictive and scorching read! No one does enemies-to-lovers better' 5***** READER REVIEW

'Lots of passion, love, betrayal, angst, drama, hurt and jealousy. Everything you want in a good love story' 5***** READER REVIEW
___________

Francesca Rossi is the beautiful daughter to a powerful Chicago mafia family. Her life has always been comfortable and safe. Now, betrothed to her childhood friend Angelo Bandini, she expects her future to be the same.

Ruthless and ambitious, Wolfe Keaton is the sworn enemy of the Rossi's and will stop at nothing to destroy their lives. Until Wolf sets his eyes on Francesca, and his life changes forever.

His family allegiances are bound by blood.

But can a newfound love overpower a decades-old hate?
___________

'This book is everything! The chemistry was spectacular' 5***** READER REVIEW

'Had me gripped from the start. I just couldn't put it down for the life of me. I am obsessed' 5***** READER REVIEW

'Didn't my heart just stop a few times whilst reading this! Tragedy, heartbreak, attraction, lust, betrayal, revenge, redemption . . . It will take you on a rollercoaster full of emotions!' 5***** READER REVIEW
"
1035035219,"The bestselling TikTok sensation! How do you move forward when everything you love in on the line? Seventeen-year-old Julie has her future all planned out?move out of her small town with her boyfriend Sam, attend college in the city, spend a summer in Japan. But then Sam dies. And everything changes. Desperate to hear his voice one more time, Julie calls Sam’s cellphone just to listen to his voicemail. And Sam picks up the phone. What would you do if you had a second chance at goodbye? Filled with a diverse cast of characters, the heartache of first love and loss, and the kind of friends that can get you through anything, plus a touch of magic, You've Reached Sam will make an instant connection with anyone looking for a big emotional romance of a read."
